tweet id;username;text;text_no_sw
1,05521E+18;cynaramenezes;@edufreitasbr1 marighella nunca torturou ninguém. pelo contrário, foi torturado diversas vezes desde a juventude apenas por ser comunista. coisa que seu ídolo defende e fará com jovenzinhos como a ditadura que ele também defende fez;['edufreitasbr1', 'marighella', 'nunca', 'torturou', 'ninguém', 'contrário', 'torturado', 'diversas', 'vezes', 'desde', 'juventude', 'apenas', 'ser', 'comunista', 'coisa', 'ídolo', 'defende', 'fará', 'jovenzinhos', 'ditadura', 'defende', 'fez']
1,11818E+18;tatikmd;"em 2017 o MBL promoveu uma caçada ao jornalista Artur Rodrigues, da @folha, classificado como ""extrema-esquerda"" porque tinha uma foto com a biografia de marighella ao fundo. Rodrigues havia feito uma reportagem que desagradou o movimento. +";['2017', 'mbl', 'promoveu', 'caçada', 'jornalista', 'artur', 'rodrigues', 'folha', 'classificado', 'extremaesquerda', 'porque', 'foto', 'biografia', 'marighella', 'fundo', 'rodrigues', 'havia', 'feito', 'reportagem', 'desagradou', 'movimento', '']
1,46656E+18;hilde_angel;"É muito importante levar os fatos da ditadura  aos parlamentares. Alguns sequer os conhecem. Uma obra de denúncia tem que ser mto exibida. Em seu lançamento, o filme ""Zuzu Angel"" foi exibido no Senado. ""Marighella"" será aplaudido de pé, como foi ""Zuzu"". 
https://t.co/IEFR4I119H";['importante', 'levar', 'fatos', 'ditadura', 'parlamentares', 'alguns', 'sequer', 'conhecem', 'obra', 'denúncia', 'ser', 'mto', 'exibida', 'lançamento', 'filme', 'zuzu', 'angel', 'exibido', 'senado', 'marighella', 'aplaudido', 'pé', 'zuzu', '']
1,46431E+18;hilde_angel;"""Crítica"" é palavra antipática, porque pressupõe autoridade para julgar. Mas minha inquietação ao assistir ao filme Marighella, de q gostei mto, foi a mesma da crítica de Karla Monteiro: ""Por que aquele homem empurrou jovens tão jovens para o suicídio?"". 
 https://t.co/Tv0RUOIcNz";['crítica', 'palavra', 'antipática', 'porque', 'pressupõe', 'autoridade', 'julgar', 'inquietação', 'assistir', 'filme', 'marighella', 'q', 'gostei', 'mto', 'mesma', 'crítica', 'karla', 'monteiro', 'homem', 'empurrou', 'jovens', 'tão', 'jovens', 'suicídio', '']
1,45661E+18;hilde_angel;"São 52 anos da morte de Marighella, e o filme de Wagner Moura é um tapa na cara dos fascistas de hoje e de ontem. Marighella foi, além de um revolucionário, um escritor admirado por Sartre.
O diretor Wagner Moura levou às telas um personagem intenso, heroico, num belíssimo filme. https://t.co/uhVQcEqHc7";['52', 'anos', 'morte', 'marighella', 'filme', 'wagner', 'moura', 'tapa', 'cara', 'fascistas', 'hoje', 'ontem', 'marighella', 'além', 'revolucionário', 'escritor', 'admirado', 'sartre', 'diretor', 'wagner', 'moura', 'levou', 'telas', 'personagem', 'intenso', 'heroico', 'belíssimo', 'filme', '']
1,32407E+18;hilde_angel;4 /11 /1969. São 51 anos da morte de Marighela, e sua neta, Maria, reafirma compromisso com a memória do avô: “Marighella foi homem do povo. Eu reivindico sua lembrança. Sua luta por democracia e direitos vigora. Devemos imaginar um Brasil, promotor de liberdade e justiça social”;['4', '11', '1969', '51', 'anos', 'morte', 'marighela', 'neta', 'maria', 'reafirma', 'compromisso', 'memória', 'avô', 'marighella', 'homem', 'povo', 'reivindico', 'lembrança', 'luta', 'democracia', 'direitos', 'vigora', 'devemos', 'imaginar', 'brasil', 'promotor', 'liberdade', 'justiça', 'social', '']
1,12694E+18;hilde_angel;"Desde 1960 a distribuidora @ParisFilmes é prestigiada pelo público de cinema brasileiro. Será um vexame ela decepcioná-lo agora, depois de tamanha expectativa gerada em torno desse filme de  Wagner Moura, ""Marighella"". https://t.co/GKTsaswRps";['desde', '1960', 'distribuidora', 'parisfilmes', 'prestigiada', 'público', 'cinema', 'brasileiro', 'vexame', 'decepcionálo', 'agora', 'tamanha', 'expectativa', 'gerada', 'torno', 'desse', 'filme', 'wagner', 'moura', 'marighella', '']
1,0975E+18;demori;@thiagopsn Ustra era agente do estado. (e não omiti opinião sobre Marighella, releia);['thiagopsn', 'ustra', 'agente', 'estado', 'omiti', 'opinião', 'sobre', 'marighella', 'releia']
1,09748E+18;demori;Defende população armada pra se proteger do estado mas tá falando mal do Marighella. Vocês são estranhos.;['defende', 'população', 'armada', 'pra', 'proteger', 'estado', 'tá', 'falando', 'mal', 'marighella', 'estranhos']
1,45746E+18;emirsader;Gostei muito do filme Marighella. Vale muito a pena ver.;['gostei', 'filme', 'marighella', 'vale', 'pena', 'ver']
1,45745E+18;emirsader;Com Carlinhos Marighella https://t.co/oti43UwaNl;['carlinhos', 'marighella', '']
1,4562E+18;emirsader;'Marighella': Wagner Moura resgata história que o Brasil teimou em esquecer - 04/11/2021 - UOL Splash https://t.co/ibDyNApqFq;['marighella', 'wagner', 'moura', 'resgata', 'história', 'brasil', 'teimou', 'esquecer', '04112021', 'uol', 'splash', '']
1,45437E+18;emirsader;"Wagner Moura puxa coro ""Fora, Bolsonaro"" na pré-estreia de 'Marighella' - Brasil 247 https://t.co/fpN90bSAlU";['wagner', 'moura', 'puxa', 'coro', 'bolsonaro', 'préestreia', 'marighella', 'brasil', '247', '']
1,45204E+18;emirsader;Ao lançar o filme sobre Marighella, Wagner Moura declara o voto em Lula - Brasil 247 https://t.co/ne8kOC0koE;['lançar', 'filme', 'sobre', 'marighella', 'wagner', 'moura', 'declara', 'voto', 'lula', 'brasil', '247', '']
1,43444E+18;emirsader;Maria Marighella: no dia 7 é a bandeira da democracia que precisa ser aberta nas ruas, nas casas e nas redes - Brasil 247 https://t.co/a0k08pGR3T;['maria', 'marighella', 'dia', '7', 'bandeira', 'democracia', 'precisa', 'ser', 'aberta', 'ruas', 'casas', 'redes', 'brasil', '247', '']
1,2327E+18;emirsader;Fê Paes Leme protesta contra Bolsonaro e cita 'Marighella' em look de baile - 26/02/2020 - UOL CarnaUOL https://t.co/FUszhaSIiX;['fê', 'paes', 'leme', 'protesta', 'contra', 'bolsonaro', 'cita', 'marighella', 'look', 'baile', '26022020', 'uol', 'carnauol', '']
1,22984E+18;emirsader;Neta de Marighella será candidata a vereadora pelo PT na Bahia - Brasil 247 https://t.co/xDWXZ1BFtt;['neta', 'marighella', 'candidata', 'vereadora', 'pt', 'bahia', 'brasil', '247', '']
1,11096E+18;emirsader;Imprensa disse sim ao golpe de 64: a análise do biógrafo de Marighella https://t.co/pfs9M02S8K;['imprensa', 'disse', 'sim', 'golpe', '64', 'análise', 'biógrafo', 'marighella', '']
1,1075E+18;emirsader;Morre Fernando Brito, dominicano preso e levado como isca, ao cerco de morte a Marighella | Brasil 247 https://t.co/Qww155rIox;['morre', 'fernando', 'brito', 'dominicano', 'preso', 'levado', 'isca', 'cerco', 'morte', 'marighella', 'brasil', '247', '']
1,09682E+18;emirsader;VÍDEO: “Lula livre” na apresentação de “Marighella” no Festival de Berlim https://t.co/ZGb4F6uXhQ;['vídeo', 'lula', 'livre', 'apresentação', 'marighella', 'festival', 'berlim', '']
1,4555E+18;cecillia;"Wagner Moura falando das pessoas que o ajudaram a construir o personagem e o enredo - e a cor - do filme #Marighella: ""a gente precisava estar impregnado com aquilo [a história]"". https://t.co/VaJ5dxq19t";['wagner', 'moura', 'falando', 'pessoas', 'ajudaram', 'construir', 'personagem', 'enredo', 'cor', 'filme', 'marighella', 'gente', 'precisava', 'estar', 'impregnado', 'história', '']
1,0975E+18;demori;@thiagopsn Ustra era agente do estado. (e não omiti opinião sobre Marighella, releia);['thiagopsn', 'ustra', 'agente', 'estado', 'omiti', 'opinião', 'sobre', 'marighella', 'releia']
1,09748E+18;demori;Defende população armada pra se proteger do estado mas tá falando mal do Marighella. Vocês são estranhos.;['defende', 'população', 'armada', 'pra', 'proteger', 'estado', 'tá', 'falando', 'mal', 'marighella', 'estranhos']
